Sample_id,Field_ID,farms,Grid,pH [H2O],Classification ,Zr,Zr Error,Sr,Sr Error,Rb,Rb Error,Th,Th Error,Pb,Pb Error,As,As Error,Zn,Zn Error,Cu,Cu Error,Ni,Ni Error,Fe,Fe Error,Mn,Mn Error,Cr,Cr Error,V,V Error,Ti,Ti Error,Ca,Ca Error,K,K Error,S,S Error,Ba,Ba Error,Cs,Cs Error,Location_x,Location_y,,,,,,,,,,,,,
220,domeabra 1c,domeabra1,ksb23,5.841,Short_term,346.93,4.67,26.78,1.65,24.31,1.9,1.61,0.77,< LOD,5.06,19.64,3.18,26.28,6.99,19.65,9.81,< LOD,28.19,30791.43,214.01,719.45,49.78,70.11,12.78,131.83,24,6579.34,89.51,2098.03,71.58,2471.29,104.38,217.94,112.4,< LOD,29.4,< LOD,1.99,668784,735417,,,,,,,,,,,,,
221,domeabra 2a,domeabra2,ksb23,6.166,Short_term,298.75,4.25,25.4,1.57,17.37,1.65,1.61,0.74,7.91,3.43,15.55,3.07,23.51,6.71,17.9,9.32,< LOD,27.1,26387.59,193.04,488.28,43.37,73.19,12.61,123.26,23.09,6241.24,86.01,1761.81,66.5,3013.04,110.31,< LOD,149.85,< LOD,30.83,< LOD,2.05,668755,735450,,,,,,,,,,,,,
222,domeabra 2b,domeabra2,ksb23,5.025,Short_term,319.01,4.46,21.01,1.51,18.89,1.72,1.77,0.76,6.25,3.41,14.99,3.07,20.58,6.64,< LOD,13.76,< LOD,27.79,25811.33,194.79,465.03,43.55,65.24,11.89,125.13,22.27,6284.07,83,802.38,48.24,2302.96,95.28,< LOD,147.97,< LOD,29.14,< LOD,1.97,668751,735436,,,,,,,,,,,,,
223,domeabra 2c,domeabra2,ksb23,5.127,Short_term,307.24,4.26,17.01,1.38,16.02,1.59,1.45,0.72,7.47,3.33,10.55,2.87,19.21,6.11,< LOD,13.35,< LOD,26.06,20891.9,170.72,333.34,39.12,71.24,11.99,131.08,22.19,6122,82.3,689.67,46.21,2312.88,95.54,< LOD,136.12,< LOD,30.74,< LOD,2.05,668733,735437,,,,,,,,,,,,,
224,domeabra 3a,domeabra3,ksb23,4.965,Short_term,306.05,4.25,14.01,1.31,14.81,1.55,1.7,0.72,< LOD,4.76,12.61,2.83,27.01,6.51,< LOD,13.29,< LOD,26.57,18759.79,161.96,255.81,37.13,55.57,11.14,114.01,20.55,5985.73,77.05,592.1,40.95,1597.4,79.93,< LOD,131.32,< LOD,30.89,< LOD,2.06,668679,735467,,,,,,,,,,,,,
225,domeabra 3b,domeabra3,ksb23,5.63,Short_term,302.98,4.23,20.06,1.45,15.67,1.6,< LOD,1.01,5.57,3.27,14.8,2.95,29.99,6.92,< LOD,13.24,< LOD,26.72,18110.12,159.21,357.14,39.45,36.02,10.97,104.45,20.76,5888.84,77.89,1373.29,54.4,1603.14,81.33,< LOD,132.33,< LOD,31.52,< LOD,2.09,668678,735475,,,,,,,,,,,,,
226,domeabra 3c,domeabra3,ksb23,5.052,Short_term,290.79,4.16,16.68,1.38,14.65,1.55,1.8,0.73,< LOD,4.75,14.87,2.89,23.69,6.54,< LOD,13.24,< LOD,25.92,21340.79,172.66,355.03,39.6,66.25,11.8,103.58,21.36,5839.97,79.96,553.75,42.04,1582.53,83.29,< LOD,139.88,< LOD,30.18,< LOD,2.02,668686,735478,,,,,,,,,,,,,
227,dompoase 1a,dompoase1,ksb16,7.567,Long_term,279.47,4.21,30.97,1.71,20.39,1.77,3.66,0.86,11.49,3.64,6.71,2.96,79.41,7.55,23.79,9.5,< LOD,27.69,38473.28,236.29,106.78,36.31,92.87,14.92,149.01,26.86,6557.86,99.03,3675.49,99.36,1944.04,106.2,< LOD,176.04,< LOD,31.47,< LOD,2.11,656419,734586,,,,,,,,,,,,,
228,dompoase 1b,dompoase1,ksb16,6.018,Long_term,240.61,3.86,16.11,1.37,10.03,1.44,2.26,0.76,6.69,3.34,10.7,2.89,47.91,7.36,< LOD,13.8,< LOD,26.33,24430.3,185.99,105.76,33.55,34.01,11.19,87.43,17.91,3676.47,64.51,1547.18,57.63,1231.09,75.9,< LOD,138.63,< LOD,28.72,< LOD,1.96,656414,734576,,,,,,,,,,,,,
229,dompoase 1c,dompoase1,ksb16,7.248,Long_term,285.42,4.17,26.46,1.59,16.78,1.63,2.58,0.78,6.74,3.33,15.12,3.01,31.65,6.32,13.74,9.08,< LOD,26.68,26483.2,193.38,215.81,36.84,39.41,12.13,96.89,20.7,4850.32,76.54,3007.34,81.38,2019.24,95.69,< LOD,147.12,< LOD,30.01,< LOD,2.02,656401,734578,,,,,,,,,,,,,
230,dompoase 2a,dompoase2,ksb16,5.167,Long_term,227.05,3.68,12.62,1.26,15.72,1.58,1.59,0.71,< LOD,4.69,12.13,2.76,26.42,6.66,< LOD,12.71,< LOD,25.61,20589.54,167.42,48.25,30.83,26.39,10.87,71.91,16.86,3349.3,60.86,817.07,45.96,1820.07,84.73,< LOD,134.57,< LOD,29.04,< LOD,1.96,656396,734627,,,,,,,,,,,,,
231,dompoase 2b,dompoase2,ksb16,6.857,Long_term,222.98,3.73,34.6,1.74,15.75,1.62,2.22,0.76,11.05,3.53,12.6,3.05,100.74,8.59,< LOD,13.42,< LOD,26.3,23492.89,181.41,128.55,34.36,29.38,11.69,84.6,18.68,3583.74,67.04,4876.66,98.54,1970.29,93.46,< LOD,149.78,< LOD,31.25,< LOD,2.08,656412,734611,,,,,,,,,,,,,
232,dompoase 2c,dompoase2,ksb16,7.572,Long_term,305.16,4.32,41.09,1.87,23.01,1.8,2.28,0.79,13.08,3.65,7.51,2.99,178.31,9.85,< LOD,13.5,< LOD,26.61,29904.32,206.03,136.92,35.36,60.91,13.06,93.75,22.57,5267.2,83.71,6253.23,117.87,3500.49,123.03,< LOD,174.23,< LOD,29.96,< LOD,2,656431,734606,,,,,,,,,,,,,
233,dompoase 3a,dompoase3,ksb16,7.507,Long_term,194.55,3.39,18.01,1.36,15.59,1.54,1.52,0.69,< LOD,4.55,7.55,2.57,26.54,6.38,< LOD,12.49,< LOD,24.3,12968.12,131.5,< LOD,41.82,< LOD,14.25,52.39,13.92,2558.88,49.76,3589.71,74.2,1776.09,77.33,< LOD,119.62,< LOD,28.36,< LOD,1.92,656282,734889,,,,,,,,,,,,,
234,dompoase 3b,dompoase3,ksb16,7.405,Long_term,190.57,3.44,41.16,1.82,24.73,1.79,1.68,0.74,25.45,4.01,9.86,3.29,170.32,9.67,< LOD,13.1,< LOD,25.04,17965.82,156.29,< LOD,44.98,28.22,10.53,64.25,15.2,2736.86,54.11,8008.95,114.38,2926.63,99.84,157.3,95.55,< LOD,27.87,< LOD,1.89,656287,734899,,,,,,,,,,,,,
235,dompoase 3c,dompoase3,ksb16,6.712,Long_term,205.51,3.5,23.13,1.47,23.47,1.74,2.72,0.76,9.55,3.31,8.6,2.79,76.17,7.45,< LOD,12.6,< LOD,24.87,18174.28,155.72,86.67,31.25,23.46,10.91,68.71,17.32,3770.4,63.56,3588.68,81.45,2391.02,94.31,< LOD,139.64,< LOD,27.8,< LOD,1.88,656294,734895,,,,,,,,,,,,,
236,dompoase 4a,dompoase4,ksb13,6.491,Long_term,250.44,4.21,26.82,1.71,16.77,1.78,2.11,0.81,6.16,3.56,20.2,3.37,142.09,10.24,< LOD,15.17,< LOD,29.86,25069.11,201.57,173.84,37.81,27.77,10.17,77.08,15.74,3275.92,56.79,2959.85,70.79,1507.91,76.06,< LOD,128.28,< LOD,27.98,< LOD,1.92,656028,733698,,,,,,,,,,,,,
237,dompoase 4b,dompoase4,ksb13,5.931,Long_term,242.2,3.76,18.43,1.38,11.53,1.41,2.36,0.73,< LOD,4.5,13.02,2.72,36.01,6.34,< LOD,12.41,< LOD,24.78,17609.39,153.87,< LOD,43.8,48.29,10.68,67.46,15.82,3203.47,57.15,1631.35,55.63,1393.35,74.53,< LOD,127.39,< LOD,28.61,< LOD,1.94,656026,733689,,,,,,,,,,,,,
238,dompoase 4c,dompoase4,ksb13,5.002,Long_term,213.19,3.52,12.26,1.22,8.94,1.33,2.11,0.71,< LOD,4.62,9.02,2.64,27.95,6.24,< LOD,12.5,< LOD,25.11,19327.41,159.67,< LOD,44.32,26.27,11.1,83.52,17.85,3832.63,64.86,961.47,48.12,1284.54,76.31,< LOD,135.03,< LOD,29.41,< LOD,1.98,656007,733695,,,,,,,,,,,,,
239,dompoase 5a,dompoase5,ksb13,6.732,Long_term,214.41,3.56,21.39,1.44,21.59,1.7,2.09,0.73,7.58,3.24,8.55,2.74,43.18,6.57,< LOD,12.45,< LOD,24.36,17281.41,152.19,< LOD,44.81,26.34,10.46,60.01,15.83,3108.32,57.24,2569.54,69.03,2849.73,97.34,< LOD,132.2,< LOD,28.97,< LOD,1.96,656177,733725,,,,,,,,,,,,,
240,dompoase 5b,dompoase5,ksb13,7.506,Long_term,187.23,3.47,31.39,1.69,22.92,1.77,2.11,0.75,< LOD,4.81,10.52,2.79,34.53,7.03,< LOD,13.5,< LOD,26.32,18321.55,161.05,< LOD,45.4,35.78,10.33,62.78,14.78,2630.36,52.36,3031.45,72.7,2895.95,96.31,< LOD,127.84,< LOD,27.97,< LOD,1.9,656184,733745,,,,,,,,,,,,,
241,dompoase 5c,dompoase5,ksb13,6.73,Long_term,198.8,3.61,24.8,1.58,21.15,1.76,1.26,0.72,< LOD,4.78,13.8,2.9,24.05,6.84,< LOD,13.55,< LOD,27,16840.8,156.99,49.97,31.24,34.85,9.78,63.88,13.97,2518.12,49.26,2096.98,59.35,2405.46,85.66,< LOD,114.01,< LOD,27.99,< LOD,1.91,656188,733725,,,,,,,,,,,,,
242,dompoase 6a,dompoase6,ksb13,7.98,Long_term,190.74,3.38,28.94,1.58,37.86,2.05,1.02,0.67,< LOD,4.51,6.87,2.54,28.25,6.31,< LOD,12.15,< LOD,24.16,9433.9,112.71,< LOD,41.41,< LOD,12.96,47.29,12.6,2222.11,44.58,4729.26,82.02,6016.68,118.98,< LOD,111.02,< LOD,28.46,< LOD,1.91,656303,733730,,,,,,,,,,,,,
243,dompoase 6b,dompoase6,ksb13,5.31,Long_term,189.26,3.32,12.67,1.23,12.63,1.45,1.83,0.69,< LOD,4.45,11.78,2.65,18.87,6,< LOD,11.91,< LOD,24.75,15015.89,140.05,72.71,30.09,29.65,10.08,59.85,14.66,2767.77,52.35,1018.04,45.14,1455.93,73.15,< LOD,115.2,< LOD,28.88,< LOD,1.94,656291,733731,,,,,,,,,,,,,
244,dompoase 6c,dompoase6,ksb13,7.01,Long_term,233.72,3.89,20.65,1.5,16.04,1.65,1.08,0.71,< LOD,4.86,12.71,2.91,15.53,6.49,< LOD,13.83,< LOD,27.15,17708.75,162.23,< LOD,45.29,23.55,9.42,60.86,14.03,2786.96,50.33,1890.58,55.32,1774.56,75.15,< LOD,112.98,< LOD,27.49,< LOD,1.89,656291,733740,,,,,,,,,,,,,
245,donyina 1a,donyina1,ksb18,5.61,Short_term,449.64,5.04,22.66,1.49,9.99,1.41,3.63,0.8,5.88,3.27,14.06,2.92,36.42,6.67,22.44,9.14,< LOD,26.45,19651.88,164.27,300.67,37.91,84.43,12.48,145.11,25.94,9522.87,100.32,1600.8,59.95,848.75,71.8,< LOD,146.46,< LOD,29.72,< LOD,1.99,665512,734552,,,,,,,,,,,,,
246,donyina 1b,donyina1,ksb18,5.91,Short_term,446.94,5.03,20.83,1.46,8.77,1.36,3.41,0.79,< LOD,4.62,17.23,2.91,34.2,6.42,< LOD,13.23,< LOD,25.6,18809.15,161,283.3,37.34,77.8,11.93,127.66,25.42,9765.25,99.02,1442.22,55.69,710.69,66.6,< LOD,143.59,< LOD,29.38,< LOD,1.99,665527,734539,,,,,,,,,,,,,
247,donyina 1c,donyina1,ksb18,5.27,Short_term,461.72,5.19,22.45,1.51,10.73,1.47,3.62,0.82,6.3,3.29,16.73,3.04,31.53,6.13,18.5,9.27,< LOD,27.2,23017.04,180.64,201.36,36.26,91.42,12.43,124.66,25.76,9569.94,100.17,1424.33,57,884.81,71.54,< LOD,149.95,< LOD,29.29,< LOD,1.98,665545,734545,,,,,,,,,,,,,
248,donyina 2a,donyina2,ksb18,5.28,Short_term,492.73,5.42,25.55,1.6,9.03,1.42,4.21,0.86,7.5,3.49,21.95,3.29,41.93,7.2,< LOD,13.89,< LOD,27.78,27390.43,199.3,465.37,43.67,132.82,14.01,192.51,29.23,10786.35,112.23,1847.19,67.14,805.25,75.53,171.47,113.07,< LOD,29.24,< LOD,1.98,665601,734712,,,,,,,,,,,,,
249,donyina 2b,donyina2,ksb18,5.46,Short_term,469.31,5.29,28.51,1.65,8.96,1.43,2.95,0.8,7.11,3.39,20.79,3.22,42.43,6.58,21.45,9.45,< LOD,27.3,26398.19,195.49,523.31,45,128.23,13.47,155.38,27.49,10198.86,106.52,2023.52,68.01,805.29,73.58,< LOD,157.64,< LOD,30.11,< LOD,2.02,665594,734688,,,,,,,,,,,,,
250,donyina 2c,donyina2,ksb18,5.32,Short_term,429.67,5.03,22.13,1.52,8.4,1.38,3.41,0.81,5.11,3.31,13.32,2.94,30.35,6.76,< LOD,13.82,< LOD,27.03,22352.21,178.64,371.97,40.65,102.7,12.52,153.41,25.86,9495.28,99.41,1300.7,54.53,746.92,68.55,< LOD,142.24,< LOD,28.88,< LOD,1.96,665603,734672,,,,,,,,,,,,,
251,donyina 3a,donyina3,ksb18,6.3,Short_term,421.58,4.96,14.06,1.32,6.28,1.29,1.71,0.73,< LOD,4.6,12.24,2.76,29.38,6.58,< LOD,13.15,< LOD,26.92,22471.14,178.28,111.3,33.94,95.6,12.88,142.82,26.12,9000.08,100.65,1345.39,57.67,830.34,72.47,< LOD,145.27,< LOD,29.68,< LOD,2.01,665036,734651,,,,,,,,,,,,,
252,donyina 3b,donyina3,ksb18,5.39,Short_term,450.71,5.08,18.19,1.41,6.49,1.32,2.44,0.75,< LOD,4.71,13.24,2.83,28.57,6.65,< LOD,13.51,< LOD,26,19854.8,166.62,200.68,35.68,91.16,12.01,132.81,24.89,9293.1,96.46,1105.64,50.15,653.54,64.54,< LOD,141.87,< LOD,29.29,< LOD,1.98,665037,734666,,,,,,,,,,,,,
253,donyina 3c,donyina3,ksb18,5.09,Short_term,507.3,5.39,13.45,1.31,3.77,1.21,2.13,0.74,< LOD,4.71,13.31,2.83,22.79,6.62,< LOD,13.44,< LOD,26.11,16345.82,152.07,123.2,33.18,90.48,11.23,130.2,22.93,8986.69,89.36,495.87,35.96,397.97,54.93,< LOD,123.51,< LOD,28.74,< LOD,1.95,665047,734662,,,,,,,,,,,,,
254,ejisu 1a,ejisu1,ksb59,6.36,Short_term,276.76,3.98,29.19,1.6,20.55,1.67,1.89,0.74,22.73,3.87,4.96,3.06,29.41,6.22,< LOD,12.88,< LOD,25.31,16623.37,149.03,93.45,31.24,40.63,10.63,69.25,16.84,3858.9,62.04,2277.06,64.63,2113.29,86.54,158.46,90.45,< LOD,29.09,< LOD,1.95,670159,743828,,,,,,,,,,,,,
255,ejisu 1b,ejisu1,ksb59,7.66,Short_term,246.38,3.89,55.58,2.08,19.77,1.7,2.15,0.76,17.61,3.78,5.31,3.01,56.41,7.5,< LOD,13.31,< LOD,25.95,18099.77,158.7,76.26,31.51,29.47,10.53,78.52,16.58,3368.77,59.64,7044.78,107.24,2449.58,93,200.02,96.59,< LOD,28.14,< LOD,1.9,670173,743836,,,,,,,,,,,,,
256,ejisu 1c,ejisu1,ksb59,6.43,Short_term,271.63,4.02,28.24,1.6,23.06,1.77,2.51,0.77,16.31,3.66,5.43,2.94,37.59,6.49,< LOD,12.75,< LOD,25.71,18288.74,158.68,57.79,30.7,36.32,10.6,69.19,17.32,4221.75,64.49,2760.53,70.27,2156.15,87.47,< LOD,129.26,< LOD,27.88,< LOD,1.9,670184,743848,,,,,,,,,,,,,
257,ejisu 2a,ejisu2,ksb59,6.84,Short_term,258.76,3.83,16.63,1.33,15.38,1.53,1.52,0.69,9.34,3.3,5.97,2.7,26.65,6.33,< LOD,12.14,< LOD,24.01,11117.55,121.72,121.75,31.3,14.25,9.39,77.4,15.48,3802.35,56.82,1534.19,50.46,1701.17,73.88,< LOD,112.93,< LOD,29.67,< LOD,1.98,670218,743841,,,,,,,,,,,,,
258,ejisu 2b,ejisu2,ksb59,5.76,Short_term,277.41,3.95,14.49,1.28,18.37,1.6,1.35,0.68,5.25,3.12,11.32,2.74,71.84,7.45,< LOD,12.71,< LOD,24.39,12973.82,131.29,121.22,31.19,15.06,9.61,89.29,16.01,3899.15,58.5,1142.79,46.06,1613.91,74.05,< LOD,110.85,< LOD,28.4,< LOD,1.93,670238,743801,,,,,,,,,,,,,
259,ejisu 2c,ejisu2,ksb59,5.06,Short_term,302.13,4.28,14.96,1.35,14.98,1.59,2.29,0.77,20.2,3.95,6.22,3.16,26.17,7.02,< LOD,13.75,< LOD,26.61,14610.29,145.02,46.26,30.5,30.11,9.59,73.82,15.62,3827.51,57.64,698.39,38.24,1363.13,69.01,< LOD,112.36,< LOD,27.85,< LOD,1.92,670219,743819,,,,,,,,,,,,,
260,ejisu 3a,ejisu3,ksb59,5.12,Short_term,269.34,4.28,24.69,1.64,23.51,1.9,1.21,0.79,10.34,3.72,5.03,2.99,49.19,7.38,< LOD,14.66,< LOD,29.62,39967.74,249.77,142.23,38.49,125.1,14,117.74,21.34,4271.84,76.31,899.83,55.77,2815.62,111.67,< LOD,164.7,< LOD,29.42,< LOD,2,670275,743756,,,,,,,,,,,,,
261,ejisu 3b,ejisu3,ksb59,5.6,Short_term,231.18,3.82,21.52,1.5,18.98,1.72,1.35,0.73,< LOD,4.77,7.91,2.7,52.03,7.02,16.56,9.23,< LOD,27.38,30642.13,209.27,153.87,36.53,96.43,13.6,114.05,21.15,4175.83,75.55,1028.72,57.48,2553.11,107.53,< LOD,164.1,< LOD,32.28,< LOD,2.14,670282,743749,,,,,,,,,,,,,
262,ejisu 3c,ejisu3,ksb59,5.48,Short_term,193.4,3.62,22.93,1.56,14.6,1.61,< LOD,1.11,< LOD,5.03,8.86,2.85,145.31,9.46,< LOD,14.11,< LOD,28.45,39891.74,243.79,137.38,38.06,164.21,15.29,116.69,21.91,3946.76,77.45,1071.07,60.96,2322.24,108.71,< LOD,177.84,< LOD,32.14,< LOD,2.15,670290,743753,,,,,,,,,,,,,
263,ejisu-round 1a,ejisur1,ksb64,6.96,Short_term,202.92,3.39,14.65,1.26,14.52,1.48,1.29,0.66,5.23,3.1,6.75,2.57,17.92,6.63,< LOD,12.07,< LOD,24.16,7420.24,98.59,42.43,27.94,< LOD,12.56,50.34,11.87,2250.58,42.09,1159.24,42.09,1865.45,70.75,< LOD,97.53,< LOD,29.1,< LOD,1.95,668233,745377,,,,,,,,,,,,,
264,ejisu-round 1b,ejisur1,ksb64,7.91,Short_term,248.14,3.78,22.54,1.47,16.12,1.55,1.67,0.68,< LOD,4.43,9.15,2.56,30.75,7.21,< LOD,12.65,< LOD,24.59,7912.93,103.63,< LOD,39.15,< LOD,12.46,58.77,12.54,2473.83,44.56,4835,77.25,1982.72,73.15,142.29,73.64,< LOD,27.48,< LOD,1.87,668236,745389,,,,,,,,,,,,,
265,ejisu-round 1c,ejisur1,ksb64,5.87,Short_term,255.59,3.8,13.61,1.26,14.99,1.52,2.38,0.71,< LOD,4.45,8.64,2.54,45.94,7.48,< LOD,12.55,< LOD,24.8,7738.58,102.05,< LOD,41.62,< LOD,12.36,55.23,12.28,2563.96,44.04,742.39,35.12,1533.48,65.15,< LOD,98.08,< LOD,27.26,< LOD,1.85,668243,745382,,,,,,,,,,,,,
266,ejisu-round 2a,ejisur2,ksb64,5.01,Short_term,228.8,3.54,9.65,1.14,11.67,1.39,< LOD,0.93,< LOD,4.42,5.15,2.42,< LOD,9.34,< LOD,11.78,< LOD,23.73,7222.41,96.79,< LOD,38.31,< LOD,12.59,58.93,12.47,2649.22,44.77,330.57,27.36,1171.42,59.74,205.77,72.67,< LOD,28.2,< LOD,1.91,668189,745549,,,,,,,,,,,,,
267,ejisu-round 2b,ejisur2,ksb64,5.62,Short_term,203.1,3.36,9.64,1.14,9.42,1.31,1.75,0.66,< LOD,4.3,5.75,2.39,15.5,6.34,< LOD,12.19,< LOD,23.36,5474.28,84.65,< LOD,38.27,< LOD,11.87,52.74,11.52,2235.24,40.79,511.77,29.32,803.92,52.22,< LOD,95.85,< LOD,28.48,< LOD,1.93,668179,745558,,,,,,,,,,,,,
268,ejisu-round 2c,ejisur2,ksb64,4.79,Short_term,257.04,3.74,9.42,1.13,11.59,1.38,1.75,0.67,< LOD,4.32,7.23,2.45,16.13,5.98,< LOD,11.97,< LOD,23.6,6323.52,90.98,< LOD,38.75,< LOD,12.03,55.1,12.68,2955.67,46.32,236.61,25.01,1153.45,58.86,< LOD,96.94,< LOD,28.33,< LOD,1.92,668176,745570,,,,,,,,,,,,,
269,ejisu-round 3a,ejisur3,ksb64,5.31,Short_term,245.34,3.66,9.56,1.14,11.25,1.39,1.38,0.65,< LOD,4.4,10.17,2.56,15.93,6.78,< LOD,12.49,< LOD,23.48,5809.47,87.32,< LOD,37.13,< LOD,12.33,55.16,12.43,2779.14,45.09,373.89,28.06,1368.88,61.96,< LOD,96.25,< LOD,28.31,< LOD,1.9,668253,745546,,,,,,,,,,,,,
270,ejisu-round 3b,ejisur3,ksb64,6.49,Short_term,393.4,4.72,25.1,1.54,29.41,1.93,3.32,0.8,10.62,3.42,10.26,2.91,37.3,6.2,< LOD,12.78,< LOD,25.05,17929.56,156.43,95.48,31.91,36.91,11.05,99.81,19.54,5156.27,72.58,2130.91,66.06,3374.76,106.33,< LOD,141.93,< LOD,29.57,< LOD,1.98,668244,745521,,,,,,,,,,,,,
271,ejisu-round 3c,ejisur3,ksb64,7.3,Short_term,312.49,4.17,22.43,1.45,25.23,1.77,2.26,0.73,8.58,3.24,7.49,2.71,32.66,5.99,< LOD,12.43,< LOD,24.63,14442.81,138,< LOD,43.48,35.02,10.49,72.38,17.01,4003.61,62.75,2264.23,65.12,3203.08,100.71,< LOD,132.45,< LOD,29.01,< LOD,1.94,668223,745523,,,,,,,,,,,,,
272,ekyem 1a,ekyem1,ksb63,6.28,Short_term,164.81,3.16,16.13,1.32,18.69,1.65,1.53,0.69,< LOD,4.63,9.35,2.66,47.94,7.14,< LOD,12.76,< LOD,24.49,13830.01,135.64,81.11,30.64,< LOD,14.58,68.57,13.67,2085.87,46.75,1304.63,50.99,2743.98,92.12,172.57,85.46,< LOD,30.42,< LOD,2.02,662566,744393,,,,,,,,,,,,,
273,ekyem 1b,ekyem1,ksb63,6.79,Short_term,174.37,3.25,15.57,1.31,21.17,1.69,1.92,0.71,< LOD,4.67,10.16,2.7,77.44,8.03,< LOD,13.03,< LOD,24.98,11817.7,126.15,63.23,30.07,< LOD,14.2,48.58,13.16,2104.6,46,1579.43,53.62,2957.2,92.9,141.73,81.54,< LOD,30.38,< LOD,2.01,662561,744391,,,,,,,,,,,,,
274,ekyem 1c,ekyem1,ksb63,7.8,Short_term,187.07,3.33,23.7,1.47,25.25,1.78,1.71,0.7,6.32,3.16,11.09,2.75,178.8,9.87,< LOD,12.52,< LOD,24.35,12532.73,128.78,163.45,32.44,< LOD,14.24,52.68,13.85,2402.93,48.87,3205.71,71.56,3431.94,98.83,< LOD,123.12,< LOD,29.18,< LOD,1.95,662544,744380,,,,,,,,,,,,,
275,ekyem 2a,ekyem2,ksb63,6.53,Short_term,247.44,3.73,27.22,1.53,21.65,1.66,2.39,0.72,6,3.12,21.03,2.99,23.75,6.05,< LOD,11.96,< LOD,24.45,14491.79,137.04,198.54,33.77,27.86,10.52,70.29,16.63,3760.22,60.94,3753.43,79.89,2822.23,96.46,< LOD,133.51,< LOD,29.78,< LOD,1.98,662476,744396,,,,,,,,,,,,,
276,ekyem 2b,ekyem2,ksb63,6.89,Short_term,191.44,3.36,24.6,1.48,24.62,1.76,1.69,0.7,7.7,3.18,5.43,2.6,17.53,5.28,< LOD,12.28,< LOD,24.05,15238.41,141.51,135,32.04,25.15,10.44,70.9,15.75,3109.63,56.54,2865.67,72.23,3317.51,103.05,144.51,90.66,< LOD,30.02,< LOD,2,662493,744356,,,,,,,,,,,,,
277,ekyem 2c,ekyem2,ksb63,6.84,Short_term,152.57,3,14.36,1.25,11.67,1.4,1.4,0.66,< LOD,4.38,7.76,2.49,11.71,6.13,< LOD,11.98,< LOD,23.75,8596.66,105.66,< LOD,41.45,< LOD,12.89,48.31,11.47,1808.19,39.5,1660.56,48.56,1487.75,66.33,105.7,70.19,< LOD,27.36,< LOD,1.87,662474,744346,,,,,,,,,,,,,
278,ekyem 3a,ekyem3,ksb63,6.22,Short_term,210.82,3.53,31.16,1.62,34.43,1.98,2.09,0.73,11.17,3.35,10.74,2.88,27.35,5.87,< LOD,12.51,< LOD,24.56,17723.88,153.05,95.02,31.3,30.51,10.79,76.46,16.19,3050.68,57.52,2035.09,64.72,3840.4,111.09,274.63,99.66,< LOD,29.07,< LOD,1.96,662518,744423,,,,,,,,,,,,,
279,ekyem 3b,ekyem3,ksb63,6.66,Short_term,182.37,3.31,21.7,1.44,27.29,1.84,1.85,0.71,6.28,3.21,10.43,2.76,31.66,6.8,< LOD,12.57,< LOD,24.5,15643.63,144.32,108.28,31.48,27.97,10.33,58.54,14.62,2414.23,51.28,1777.75,59.55,3406.45,103.26,136.5,87.88,< LOD,29.58,< LOD,1.98,662526,744410,,,,,,,,,,,,,
280,ekyem 3c,ekyem3,ksb63,6.25,Short_term,197.54,3.45,24.3,1.5,29.77,1.9,2.24,0.75,11.84,3.43,10.19,2.91,30.17,6.15,< LOD,12.53,< LOD,25.21,18471.47,157.6,145.84,33.41,28.1,11.01,67.87,16.15,2791.39,57.05,1881.36,64.45,3889.48,114.33,< LOD,132.97,< LOD,30.7,< LOD,2.05,662514,744401,,,,,,,,,,,,,
281,emena 1a,emena1,ksb31,5.26,Short_term,276.08,3.93,12.36,1.23,11.07,1.4,1.83,0.7,< LOD,4.49,8.16,2.56,27.85,6.06,< LOD,12.46,< LOD,24.33,14304.17,137.39,73.75,30.52,19.37,10.34,91.38,18.04,4677.88,66.95,667.6,40.27,1236.36,71.51,< LOD,119.87,< LOD,30.15,< LOD,2.01,663547,737391,,,,,,,,,,,,,
282,emena 1b,emena1,ksb31,5.63,Short_term,303.8,4.14,14.23,1.28,9.83,1.38,2.41,0.73,4.91,3.16,9.77,2.71,26.99,6.54,< LOD,12.7,< LOD,24.72,13399.28,134.08,161.69,33,31.25,10.1,74.39,17.22,4576.3,64.45,797.13,41.03,1105.35,67.14,< LOD,114.59,< LOD,30.43,< LOD,2.02,663553,737393,,,,,,,,,,,,,
283,emena 1c,emena1,ksb31,5.79,Short_term,345.54,4.38,17.41,1.35,13.99,1.5,3.06,0.76,< LOD,4.64,9.21,2.66,31.88,6.43,< LOD,12.84,< LOD,24.47,16212.96,146.87,75.83,30.86,31.36,10.95,90.51,19.52,5324.82,73.36,1418.04,54.74,1548.13,79.97,< LOD,127.95,< LOD,28.83,< LOD,1.94,663573,737390,,,,,,,,,,,,,
284,emena 2a,emena2,ksb31,5.47,Short_term,242.68,3.71,13.33,1.25,12.29,1.43,1.23,0.67,< LOD,4.39,11.18,2.6,27.6,6.65,< LOD,12.05,< LOD,24.75,14986.58,140.23,< LOD,42.89,18.75,10.15,80.36,15.74,3207.38,56.36,645.48,38.99,1079.85,67.82,< LOD,110.6,< LOD,28.49,< LOD,1.93,663560,737466,,,,,,,,,,,,,
